,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
535,Bruichladdich #LaddieMP4 Cask #1062: Bourbon,Single Malt,"Bruichladdich // Islay, Scotland",5.0,1,11 Year,4,59.0,"Distilled in pot stills from 100% malted barley, produced at one distillery, aged in barrels; if Scotch or Irish, must be aged for at least three years.",Ex-Bourbon,Fruity & Spicy,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Iron Fish Bourbon Finished in Caribbean Rum Casks,Bourbon,"Iron Fish // Michigan, USA",3.67,6,NAS,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Caribbean rum cask finish,Fruity & Spicy,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Rabbit Hole Straight Bourbon Finished in PX Sherry Casks,Bourbon,Rabbit Hole // USA,4.02,259,NAS,3,46.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in Pedro Ximenez sherry casks",Rich & Full Bodied,Jack Robertiello,92,10.0,0.0,40.0,0.0,35.0,60.0,60.0,20.0,0.0,0.0,20.0,0.0,25.0,0.0
538,Barrell Bourbon Batch 024,Bourbon,Barrell Craft Spirits // USA,4.1,40,,3,56.95,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Vanilla & Rich,Jacob Grier,91,10.0,0.0,65.0,15.0,55.0,65.0,70.0,65.0,10.0,5.0,70.0,25.0,25.0,20.0
539,Remus Repeal Reserve Series V Straight Bourbon,Bourbon,"George Remus // Indiana , USA",4.39,52,NAS,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Larceny Barrel Proof Bourbon Batch C920,Bourbon,"Larceny // Kentucky, USA",3.8,70,NAS,2,61.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,88,5.0,0.0,60.0,15.0,5.0,85.0,85.0,75.0,0.0,5.0,30.0,30.0,45.0,0.0
541,Old Bardstown Black Label Kentucky Straight Bourbon,Bourbon,"Old Bardstown // Kentucky, USA",2.92,37,NAS,1,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Derek Gamlin,86,20.0,10.0,40.0,60.0,50.0,60.0,60.0,50.0,30.0,10.0,50.0,20.0,30.0,50.0
542,Parker's Heritage Cask Strength Bourbon,Bourbon,"Parker's Heritage Collection // Kentucky, USA",4.38,2,10 Year,5,61.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Rich & Full Bodied,Derek Gamlin,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Old Fitzgerald Bottled In Bond Bourbon,Bourbon,"Heaven Hill // Kentucky, USA",3.41,81,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Vanilla,Ryan Conklin,84,20.0,0.0,68.0,73.0,65.0,74.0,76.0,81.0,0.0,0.0,78.0,60.0,64.0,40.0
544,Parker's Heritage Single Barrel Bourbon 11 Year,Bourbon,"Parker's Heritage Collection // Kentucky , USA",4.42,141,11 Year,4,61.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Jacob Grier,93,25.0,0.0,65.0,30.0,45.0,60.0,70.0,40.0,10.0,5.0,50.0,20.0,30.0,10.0
545,Buffalo Trace Single Barrel Select Bourbon,Bourbon,"Kentucky, USA",3.88,84,,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",New Charred Oak,Rich & Spicy,Jacob Grier,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,BSB Brown Sugar Bourbon,Flavored Whiskey,BSB-Brown Sugar Bourbon // USA,2.83,80,NAS,1,30.0,Whiskey flavored with natural or artificial flavors and labeled with the (pre)dominant flavor(s). Can be made either with or without the addition of sugar. Bottled at 30% ABV or higher.,,Rich & Spicy,Jacob Grier,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,Spirit Works Four Grain Straight Bourbon,Bourbon,"Spirit Works // California, USA",3.42,4,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Spicy,Jake Emen,84,10.0,0.0,60.0,50.0,20.0,50.0,30.0,50.0,0.0,0.0,50.0,20.0,70.0,50.0
548,Elijah Craig Toasted Barrel Bourbon,Bourbon,"Elijah Craig // Kentucky, USA",3.91,536,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in toasted new oak barrels",Spicy,Stephanie Moreno,80,30.0,0.0,90.0,35.0,20.0,35.0,35.0,45.0,0.0,0.0,40.0,35.0,40.0,0.0
549,Whitmeyer's Texas Single Barrel Bourbon,Bourbon,"Whitmeyer's // Texas, USA",3.89,19,NAS,3,56.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Spicy,Stephanie Moreno,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Watershed Distillery Bourbon-Barrel Gin,Barrel-Aged Gin,"Watershed // Ohio, USA",4.04,21,NAS,2,44.0,"Gin which spends some time in barrels, generally not more than a few months at a time, although there is no legal definition for this style.",ex-bourbon,Fruity,Jacob Grier,87,35.0,10.0,30.0,30.0,20.0,0.0,30.0,20.0,10.0,40.0,20.0,20.0,40.0,20.0
551,New Riff Kentucky Straight Bourbon Bottled In Bond,Bourbon,"New Riff // Kentucky, USA",3.73,774,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Spicy,Jacob Grier,89,10.0,0.0,60.0,25.0,50.0,60.0,55.0,45.0,10.0,5.0,45.0,20.0,25.0,15.0
552,Yellowstone Kentucky Straight Bourbon Finished in Charred Wine Casks (2017 Limited Edition),Bourbon,"Yellowstone  // Kentucky, USA",4.14,62,NAS,4,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in charred wine casks",Rich & Full Bodied,Jacob Grier,91,15.0,0.0,50.0,25.0,55.0,65.0,70.0,50.0,10.0,0.0,50.0,15.0,30.0,20.0
553,James T. Kirk Straight Bourbon,Bourbon,Star Trek // USA,3.33,23,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Booker's 30th Anniversary Bourbon,Bourbon,"Booker's // Kentucky, USA",4.48,146,NAS,5,62.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Jacob Grier,93,20.0,0.0,65.0,30.0,55.0,70.0,75.0,60.0,15.0,10.0,60.0,5.0,15.0,10.0
555,Black Button Little Barrel Bourbon,Bourbon,"Black Button Distilling // New York, USA",2.38,8,4 months,3,42.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","5 gallon, new charred oak",Oily & Sweet,Paul Belbusti,75,0.0,0.0,30.0,10.0,70.0,40.0,50.0,60.0,0.0,0.0,20.0,0.0,10.0,0.0
556,Headframe Spirits Neversweat Bourbon,Bourbon,"Headframe Spirits // Montana, USA",3.14,7,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Floral,Blair Phillips,87,30.0,0.0,45.0,30.0,10.0,40.0,35.0,40.0,10.0,0.0,40.0,0.0,50.0,50.0
557,Bardstown Bourbon Co. Ferrand Finish,Bourbon,"Bardstown Bourbon Co. // Kentucky, USA",3.66,8,NAS ,4,55.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in Maison Ferrand Cognac barrels,Floral,Blair Phillips,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Barrell Bourbon New Year 2017,Bourbon,"Barrell Craft Spirits // (bottled in) Kentucky, USA",4.08,22,NAS,3,58.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Smoky & Rich,Tim Knittel,81,60.0,0.0,55.0,35.0,20.0,45.0,55.0,50.0,15.0,15.0,40.0,35.0,40.0,30.0
559,Barrell Bourbon Batch 001,Bourbon,"Barrell Craft Spirits // Tennessee , USA",4.37,32,5 Year,3,60.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Keith Allison,88,70.0,0.0,80.0,20.0,30.0,80.0,80.0,70.0,0.0,10.0,70.0,10.0,50.0,50.0
560,Evan Williams 1783 Small Batch Bourbon,Bourbon,"Evan Williams // Kentucky, USA",3.53,75,NAS,1,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,92,5.0,0.0,25.0,5.0,10.0,65.0,60.0,70.0,0.0,3.0,15.0,10.0,20.0,0.0
561,1792 Small Batch Bourbon,Bourbon,"Barton 1792 // Kentucky, USA",3.49,2544,NAS,2,46.85,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Amanda Schuster,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,"Booker's Bourbon Batch 2017-02 ""Blue Knights Batch""",Bourbon,"Booker's // Kentucky, USA",4.01,126,6 YR 3 MO 6 DY,3,63.7,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Full Bodied,Jacob Grier,87,10.0,0.0,65.0,20.0,40.0,60.0,50.0,35.0,20.0,10.0,40.0,25.0,10.0,15.0
563,Edradour Bourbon Cask Matured Natural Cask Strength,Single Malt,"Edradour // Highlands, Scotland",4.17,15,NAS,3,55.0,"Distilled in pot stills from 100% malted barley, produced at one distillery, aged in barrels; if Scotch or Irish, must be aged for at least three years.",bourbon cask,Spicy & Full Bodied,Jacob Grier,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,Langatun Old Mustang Bourbon,Other Whiskey,Langatun // Switzerland,3.5,1,,3,44.0,"A spirit distilled from a mash of grain(s) at less than 95% ABV, bottled at no less than 40% ABV. The product must have characteristics, taste, and aroma generally attributed to whiskey",,Spicy & Full Bodied,Jacob Grier,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Pinhook Bohemian Bourbon High Proof,Bourbon,"Pinhook  // Kentucky, USA",3.57,57,NAS,2,57.25,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,83,10.0,0.0,55.0,25.0,40.0,50.0,55.0,50.0,10.0,5.0,55.0,30.0,20.0,20.0
566,Graveyard Sam's Baby Bourbon,Bourbon,"Graveyard Sam's // Pennsylvania, USA",2.55,5,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Floral,Keith Allison,72,0.0,0.0,30.0,40.0,30.0,40.0,40.0,50.0,20.0,10.0,50.0,30.0,50.0,60.0
567,Nant Bourbon Wood 63% Single Cask Single Malt,Single Malt,"Nant // Tasmania, Australia",3.46,6,,5,63.0,"Distilled in pot stills from 100% malted barley, produced at one distillery, aged in barrels; if Scotch or Irish, must be aged for at least three years.",ex-bourbon,Vanilla & Tart,Marcus Parmenter,81,0.0,0.0,30.0,20.0,10.0,50.0,40.0,60.0,20.0,30.0,70.0,60.0,30.0,30.0
568,Knob Creek Single Barrel Select Bourbon W-K F-04 R-07 (Total Wine & More),Bourbon,"Knob Creek // Kentucky, USA",3.95,6,NAS,2,60.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Vanilla & Tart,Marcus Parmenter,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Old Forester 100 Proof Bourbon,Bourbon,"Old Forester // Kentucky, USA",3.58,1184,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Keith Allison,88,20.0,0.0,80.0,25.0,50.0,70.0,80.0,70.0,0.0,0.0,65.0,5.0,75.0,55.0
570,Deadwood Straight Bourbon,Bourbon,"Deadwood // Indiana , USA",3.27,12,NAS,1,40.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Vanilla,Jacob Grier,82,5.0,0.0,20.0,25.0,30.0,35.0,35.0,70.0,5.0,5.0,60.0,25.0,30.0,25.0
571,The Dubliner Bourbon Cask Aged,Blended,The Dubliner // Ireland,3.33,10,NAS,2,40.0,Comprised of both single malt(s) and single grain(s) often from many different distilleries; if Scotch or Irish must be aged for at least three years in oak barrels; Irish may include single pot still whiskey in the blend.,ex-bourbon,Sweet & Vanilla,Jacob Grier,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Jimmy's Texas Bourbon,Bourbon,"Kiepersol Estates // Texas, USA",3.25,16,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new charred oak/ex-Port,Sweet & Rich,Amanda Schuster,75,0.0,0.0,20.0,0.0,15.0,80.0,80.0,90.0,0.0,0.0,40.0,20.0,70.0,5.0
573,"Booker's Bourbon Batch 2019-01 ""Teresa's Batch""",Bourbon,"Booker's // Kentucky, USA",4.07,173,6 YR 3 MO 1 DY,3,62.95,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Spicy,Jacob Grier,89,20.0,0.0,70.0,35.0,60.0,70.0,65.0,55.0,10.0,5.0,60.0,10.0,15.0,10.0
574,Cascade Alchemy Bourbon Whiskey,Bourbon,"Cascade Alchemy // South Carolina (bottled in Oregon), USA",3.79,4,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Oily,Sam Davies,82,15.0,0.0,35.0,0.0,75.0,30.0,20.0,35.0,0.0,20.0,45.0,0.0,0.0,0.0
575,Bradshaw Bourbon,Bourbon,"Bradshaw // Kentucky, USA",3.17,85,NAS,2,51.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Oily,Sam Davies,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,"Booker's Bourbon Batch 2016-02 ""Annis' Answer""",Bourbon,"Booker's // Kentucky, USA",4.27,115,"6 YR, 2 MO, 1 D",3,63.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,91,15.0,0.0,40.0,10.0,15.0,80.0,80.0,80.0,0.0,0.0,50.0,30.0,40.0,0.0
577,"Booker's Bourbon Batch 2015-06 ""Noe Secret""",Bourbon,"Booker's // Kentucky, USA",4.11,93,6 Year,3,64.05,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,83,10.0,0.0,30.0,0.0,10.0,80.0,80.0,75.0,0.0,10.0,50.0,10.0,40.0,0.0
578,Maggie's Farm Queen's Share Bourbon Barrel-Aged,Aged Rum,"Maggie's Farm // Pennsylvania, USA",4.0,2,NAS,3,58.0,"Rum that is aged, but no specific type or size barrel required. No set time required for length of aging, but will often carry an age statement (which should be taken with a grain of salt). Often thought of as ""sipping rums"".",Used Bourbon Barrels,Woody & Mineral,Paul Senft,86,10.0,15.0,20.0,10.0,0.0,25.0,0.0,50.0,70.0,80.0,0.0,60.0,40.0,25.0
579,Ironroot Republic Texas Straight Bourbon Single Cask #10 (Lost Lantern),Bourbon,"Lost Lantern // Texas, USA",4.38,2,3 Year,4,64.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Woody & Mineral,Paul Senft,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Rebel Yell Small Batch Reserve Bourbon,Bourbon,"Rebel Yell // Kentucky, USA",3.16,161,NAS,2,45.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Sam Davies,84,10.0,0.0,30.0,10.0,10.0,40.0,50.0,35.0,15.0,10.0,40.0,0.0,40.0,0.0
581,The Last Drop 1980 Buffalo Trace Bourbon,Bourbon,"The Last Drop // Kentucky, USA",,0,20 Year,5,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak and stainless steel",Rich,Sam Davies,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,1792 Full Proof Straight Bourbon,Bourbon,"Barton 1792 // Kentucky, USA",3.88,1406,NAS ,2,62.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Rich,Amanda Schuster,87,10.0,0.0,25.0,0.0,20.0,80.0,75.0,70.0,0.0,0.0,30.0,15.0,40.0,0.0
583,St. Augustine Double Cask Bourbon,Bourbon,"St. Augustine // Florida, USA",3.49,87,NAS,2,43.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak and ex-port",Fruity & Herbal,Jake Emen,83,10.0,0.0,60.0,70.0,20.0,50.0,60.0,60.0,0.0,0.0,60.0,50.0,70.0,10.0
584,Kentucky Owl Dry State 100th Anniversary of Prohibition Bourbon,Bourbon,"Kentucky Owl // Kentucky, USA",3.75,2,,5,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Fruity & Herbal,Jake Emen,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,New Riff Bourbon Barreled Kentucky Wild Gin,Barrel-Aged Gin,"New Riff // Kentucky, USA",3.8,15,NAS,2,47.0,"Gin which spends some time in barrels, generally not more than a few months at a time, although there is no legal definition for this style.",used bourbon barrels,Woody,Sam Davies,80,20.0,0.0,35.0,30.0,25.0,0.0,50.0,10.0,0.0,55.0,20.0,0.0,15.0,20.0
586,Springbank 14 Year Bourbon Wood,Peated Single Malt,"Springbank // Campbeltown , Scotland",4.51,21,14 Year,3,55.8,100% malted barley from a single distillery. Dried with peat.,ex-bourbon,Rich & Fruity,Thijs Klaverstijn,92,20.0,25.0,10.0,10.0,60.0,60.0,70.0,25.0,45.0,10.0,35.0,20.0,60.0,10.0
587,Garrison Brothers Cowboy Bourbon (2017 Release),Bourbon,"Garrison Brothers // Texas, USA",4.24,19,NAS,5,68.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Fruity,Thijs Klaverstijn,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,Chicken Cock Heritage Reserve Bourbon,Bourbon,Chicken Cock // USA,3.13,10,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Rich & Fruity,Thijs Klaverstijn,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Baker's Single Barrel Bourbon 13 Year,Bourbon,"Baker's // Kentucky, USA",4.26,64,13 Year,4,53.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Fruity,Thijs Klaverstijn,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Blood Oath Bourbon Pact No. 1,Bourbon,"Blood Oath // Kentucky, USA",3.66,81,NAS,4,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,15.0,0.0,35.0,0.0,10.0,70.0,75.0,80.0,0.0,0.0,40.0,10.0,25.0,0.0
591,Barrell Bourbon Single Barrel 7 Year Kentucky Bourbon,Bourbon,"Kentucky , USA",4.17,3,7,4,60.93,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Sweet & Rich,Amanda Schuster,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Eagle Rare 17 Year Bourbon (Fall 2015),Bourbon,"Eagle Rare // Kentucky, USA",4.38,94,17 Year,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Vanilla,Jake Emen,96,20.0,0.0,50.0,10.0,10.0,80.0,60.0,70.0,0.0,0.0,70.0,10.0,30.0,10.0
593,High West Whiskey American Prairie Bourbon-Barrel Select (The Prime Barrel),Bourbon,USA,,0,,1,50.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Full Bodied & Vanilla,Jake Emen,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Bird Dog 10 Year Very Small Batch Bourbon (German Shorthaired Pointer),Bourbon,"Bird Dog // Kentucky, USA",3.24,144,10 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Vanilla,Jake Emen,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,10th Mountain Bourbon,Bourbon,"10th Mountain  // Vail, Colorado, USA",3.33,78,nas,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Floral & Fruity,Keith Allison,75,10.0,0.0,20.0,30.0,40.0,50.0,60.0,70.0,0.0,0.0,70.0,40.0,80.0,80.0
596,TX Straight Bourbon Tawny Port Finish,Bourbon,"TX Whiskey // Texas, USA",3.75,5,NAS,3,50.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in tawny port casks (Quercus robur)",Floral & Fruity,Keith Allison,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Heaven Hill 27 Year Barrel Proof Kentucky Straight Bourbon,Bourbon,"Heaven Hill // Kentucky, USA",4.33,35,27 Year,5,47.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Full Bodied,Jacob Grier,93,10.0,0.0,40.0,25.0,55.0,70.0,65.0,70.0,10.0,5.0,60.0,10.0,10.0,15.0
